"ID_STAZ";"ID_PAR";"DATARIL";"VALORE"
"683";"65";"2021-12-31 23:00:00.0";"0.00"
"684";"65";"2021-12-31 23:00:00.0";"0.00"
"685";"65";"2021-12-31 23:00:00.0";"0.00"
"686";"65";"2021-12-31 23:00:00.0";"0.00"
"687";"65";"2021-12-31 23:00:00.0";"0.00"
"687";"65";"2022-01-01 00:00:00.0";"0.00"
"689";"65";"2021-12-31 23:00:00.0";"0.00"
"690";"65";"2021-12-31 23:00:00.0";"0.00"
"693";"65";"2021-12-31 23:00:00.0";"0.00"
"694";"65";"2021-12-31 23:00:00.0";"0.00"
"695";"65";"2021-12-31 23:00:00.0";"0.00"
"695";"65";"2022-01-01 00:00:00.0";"0.00"
"696";"65";"2021-12-31 23:00:00.0";"0.00"
"696";"65";"2022-01-01 00:00:00.0";"0.00"
"697";"65";"2021-12-31 23:00:00.0";"0.00"
"697";"65";"2022-01-01 00:00:00.0";"0.00"
"698";"65";"2021-12-31 23:00:00.0";"0.00"
"698";"65";"2022-01-01 00:00:00.0";"0.00"
"699";"65";"2021-12-31 23:00:00.0";"0.00"
"699";"65";"2022-01-01 00:00:00.0";"0.00"
"699";"65";"2022-01-01 01:00:00.0";"0.00"
"700";"65";"2021-12-31 23:00:00.0";"0.00"
"700";"65";"2022-01-01 00:00:00.0";"0.00"
"701";"65";"2021-12-31 23:00:00.0";"0.00"
"701";"65";"2022-01-01 00:00:00.0";"0.00"
"703";"65";"2021-12-31 23:00:00.0";"0.00"
"703";"65";"2022-01-01 00:00:00.0";"0.00"
"705";"65";"2021-12-31 23:00:00.0";"0.00"
"705";"65";"2022-01-01 00:00:00.0";"0.00"
"706";"65";"2021-12-31 23:00:00.0";"0.00"
"706";"65";"2022-01-01 00:00:00.0";"0.00"
"707";"65";"2021-12-31 23:00:00.0";"0.00"
"707";"65";"2022-01-01 00:00:00.0";"0.00"
"708";"65";"2021-12-31 23:00:00.0";"0.00"
"708";"65";"2022-01-01 00:00:00.0";"0.00"
"709";"65";"2021-12-31 23:00:00.0";"0.00"
"710";"65";"2021-12-31 23:00:00.0";"0.00"
"710";"65";"2022-01-01 00:00:00.0";"0.00"
"712";"65";"2021-12-31 23:00:00.0";"0.00"
"712";"65";"2022-01-01 00:00:00.0";"0.00"
"713";"65";"2021-12-31 23:00:00.0";"0.00"
"713";"65";"2022-01-01 00:00:00.0";"0.00"
"715";"65";"2021-12-31 23:00:00.0";"0.00"
"715";"65";"2022-01-01 00:00:00.0";"0.00"
"716";"65";"2021-12-31 23:00:00.0";"0.00"
"716";"65";"2022-01-01 00:00:00.0";"0.00"
"717";"65";"2021-12-31 23:00:00.0";"0.00"
"717";"65";"2022-01-01 00:00:00.0";"0.00"
"718";"65";"2021-12-31 23:00:00.0";"0.00"
"718";"65";"2022-01-01 00:00:00.0";"0.00"
"721";"65";"2021-12-31 23:00:00.0";"0.00"
"721";"65";"2022-01-01 00:00:00.0";"0.00"
"722";"65";"2021-12-31 23:00:00.0";"0.00"
"722";"65";"2022-01-01 00:00:00.0";"0.00"
"724";"65";"2021-12-31 23:00:00.0";"0.00"
"724";"65";"2022-01-01 00:00:00.0";"0.00"
"724";"65";"2022-01-01 01:00:00.0";"0.00"
